三明市清流县公安局	福建省三明市清流县
德阳市广汉市公安局	四川省德阳市广汉市
德阳市旌阳区公安局	四川省德阳市旌阳区
德阳市什邡市公安局	四川省德阳市什邡市
德阳市罗江区公安局	四川省德阳市罗江区
内江市资中县公安局	四川省内江市资中县
内江市东兴区公安局	四川省内江市东兴区
内江市威远县公安局	四川省内江市威远县
内江市内江经济开发区公安局	四川省内江市内江经济开发区
内江市市中区公安局	四川省内江市市中区
内江市隆昌市公安局	四川省内江市隆昌市
广元市利州区公安局	四川省广元市利州区
广元市青川县公安局	四川省广元市青川县
广元市苍溪县公安局	四川省广元市苍溪县
广元市旺苍县公安局	四川省广元市旺苍县
广元市昭化区公安局	四川省广元市昭化区
庆阳市环县公安局	甘肃省庆阳市环县
庆阳市华池县公安局	甘肃省庆阳市华池县
庆阳市合水县公安局	甘肃省庆阳市合水县
庆阳市正宁县公安局	甘肃省庆阳市正宁县
庆阳市庆城县公安局	甘肃省庆阳市庆城县
庆阳市镇原县公安局	甘肃省庆阳市镇原县
庆阳市西峰区公安局	甘肃省庆阳市西峰区
庆阳市宁县公安局	甘肃省庆阳市宁县
平凉市崇信县公安局	甘肃省平凉市崇信县
平凉市华亭市公安局	甘肃省平凉市华亭市
平凉市庄浪县公安局	甘肃省平凉市庄浪县
平凉市静宁县公安局	甘肃省平凉市静宁县
平凉市崆峒区公安局	甘肃省平凉市崆峒区
平凉市灵台县公安局	甘肃省平凉市灵台县
平凉市泾川县公安局	甘肃省平凉市泾川县
酒泉市瓜州县公安局	甘肃省酒泉市瓜州县
酒泉市阿克塞哈萨克族自治县公安局	甘肃省酒泉市阿克塞哈萨克族自治县
酒泉市敦煌市公安局	甘肃省酒泉市敦煌市
酒泉市金塔县公安局	甘肃省酒泉市金塔县
酒泉市肃州区公安局	甘肃省酒泉市肃州区
酒泉市玉门市公安局	甘肃省酒泉市玉门市
酒泉市肃北蒙古族自治县公安局	甘肃省酒泉市肃北蒙古族自治县
甘南藏族自治州玛曲县公安局	甘肃省甘南藏族自治州玛曲县
甘南藏族自治州临潭县公安局	甘肃省甘南藏族自治州临潭县
甘南藏族自治州夏河县公安局	甘肃省甘南藏族自治州夏河县
甘南藏族自治州卓尼县公安局	甘肃省甘南藏族自治州卓尼县
甘南藏族自治州迭部县公安局	甘肃省甘南藏族自治州迭部县
甘南藏族自治州合作市公安局	甘肃省甘南藏族自治州合作市
甘南藏族自治州舟曲县公安局	甘肃省甘南藏族自治州舟曲县
甘南藏族自治州碌曲县公安局	甘肃省甘南藏族自治州碌曲县
金昌市金川区公安局	甘肃省金昌市金川区
金昌市永昌县公安局	甘肃省金昌市永昌县
武威市天祝藏族自治县公安局	甘肃省武威市天祝藏族自治县
武威市民勤县公安局	甘肃省武威市民勤县
武威市凉州区公安局	甘肃省武威市凉州区
武威市古浪县公安局	甘肃省武威市古浪县
天水市甘谷县公安局	甘肃省天水市甘谷县
天水市清水县公安局	甘肃省天水市清水县
天水市秦安县公安局	甘肃省天水市秦安县
天水市麦积区公安局	甘肃省天水市麦积区
天水市秦州区公安局	甘肃省天水市秦州区
天水市张家川回族自治县公安局	甘肃省天水市张家川回族自治县
天水市武山县公安局	甘肃省天水市武山县
陇南市成县公安局	甘肃省陇南市成县
陇南市宕昌县公安局	甘肃省陇南市宕昌县
陇南市西和县公安局	甘肃省陇南市西和县
陇南市礼县公安局	甘肃省陇南市礼县
陇南市两当县公安局	甘肃省陇南市两当县
陇南市武都区公安局	甘肃省陇南市武都区
陇南市徽县公安局	甘肃省陇南市徽县
陇南市康县公安局	甘肃省陇南市康县
陇南市文县公安局	甘肃省陇南市文县
定西市临洮县公安局	甘肃省定西市临洮县
定西市岷县公安局	甘肃省定西市岷县
马鞍山市当涂县公安局	安徽省马鞍山市当涂县
马鞍山市雨山区公安局	安徽省马鞍山市雨山区
马鞍山市博望区公安局	安徽省马鞍山市博望区
马鞍山市含山县公安局	安徽省马鞍山市含山县
马鞍山市花山区公安局	安徽省马鞍山市花山区
马鞍山市和县公安局	安徽省马鞍山市和县
蚌埠市蚌山区公安局	安徽省蚌埠市蚌山区
蚌埠市龙子湖区公安局	安徽省蚌埠市龙子湖区
蚌埠市蚌埠市高新技术开发区公安局	安徽省蚌埠市蚌埠市高新技术开发区
蚌埠市怀远县公安局	安徽省蚌埠市怀远县
蚌埠市五河县公安局	安徽省蚌埠市五河县
蚌埠市固镇县公安局	安徽省蚌埠市固镇县
蚌埠市蚌埠市经济开发区公安局	安徽省蚌埠市蚌埠市经济开发区
蚌埠市淮上区公安局	安徽省蚌埠市淮上区
蚌埠市禹会区公安局	安徽省蚌埠市禹会区
六安市金安区公安局	安徽省六安市金安区
六安市叶集区公安局	安徽省六安市叶集区
六安市霍邱县公安局	安徽省六安市霍邱县
六安市舒城县公安局	安徽省六安市舒城县
六安市霍山县公安局	安徽省六安市霍山县
六安市金寨县公安局	安徽省六安市金寨县
六安市裕安区公安局	安徽省六安市裕安区
阜阳市阜阳合肥现代产业园区公安局	安徽省阜阳市阜阳合肥现代产业园区
阜阳市颍上县公安局	安徽省阜阳市颍上县
阜阳市颍泉区公安局	安徽省阜阳市颍泉区
阜阳市太和县公安局	安徽省阜阳市太和县
阜阳市阜阳经济技术开发区公安局	安徽省阜阳市阜阳经济技术开发区
阜阳市颍东区公安局	安徽省阜阳市颍东区
阜阳市界首市公安局	安徽省阜阳市界首市
阜阳市阜南县公安局	安徽省阜阳市阜南县
阜阳市颍州区公安局	安徽省阜阳市颍州区
阜阳市临泉县公安局	安徽省阜阳市临泉县
黄山市歙县公安局	安徽省黄山市歙县
黄山市祁门县公安局	安徽省黄山市祁门县
黄山市黄山区公安局	安徽省黄山市黄山区
黄山市休宁县公安局	安徽省黄山市休宁县
黄山市屯溪区公安局	安徽省黄山市屯溪区
黄山市黟县公安局	安徽省黄山市黟县
黄山市徽州区公安局	安徽省黄山市徽州区
宿州市埇桥区公安局	安徽省宿州市埇桥区
宿州市宿州马鞍山现代产业园区公安局	安徽省宿州市宿州马鞍山现代产业园区
宿州市宿州经济技术开发区公安局	安徽省宿州市宿州经济技术开发区
宿州市泗县公安局	安徽省宿州市泗县
宿州市萧县公安局	安徽省宿州市萧县
宿州市灵璧县公安局	安徽省宿州市灵璧县
宿州市砀山县公安局	安徽省宿州市砀山县
淮北市杜集区公安局	安徽省淮北市杜集区
淮北市烈山区公安局	安徽省淮北市烈山区
淮北市相山区公安局	安徽省淮北市相山区
淮北市濉溪县公安局	安徽省淮北市濉溪县
铜陵市铜官区公安局	安徽省铜陵市铜官区
铜陵市郊区公安局	安徽省铜陵市郊区
铜陵市枞阳县公安局	安徽省铜陵市枞阳县
铜陵市义安区公安局	安徽省铜陵市义安区
淮南市大通区公安局	安徽省淮南市大通区
淮南市八公山区公安局	安徽省淮南市八公山区
淮南市凤台县公安局	安徽省淮南市凤台县
淮南市谢家集区公安局	安徽省淮南市谢家集区
淮南市潘集区公安局	安徽省淮南市潘集区
淮南市寿县公安局	安徽省淮南市寿县
淮南市田家庵区公安局	安徽省淮南市田家庵区
亳州市谯城区公安局	安徽省亳州市谯城区
亳州市利辛县公安局	安徽省亳州市利辛县
亳州市涡阳县公安局	安徽省亳州市涡阳县
亳州市蒙城县公安局	安徽省亳州市蒙城县
芜湖市三山区公安局	安徽省芜湖市三山区
芜湖市芜湖县公安局	安徽省芜湖市芜湖县
芜湖市繁昌县公安局	安徽省芜湖市繁昌县
芜湖市无为县公安局	安徽省芜湖市无为县
芜湖市南陵县公安局	安徽省芜湖市南陵县
芜湖市安徽芜湖长江大桥经济开发区公安局	安徽省芜湖市安徽芜湖长江大桥经济开发区
芜湖市芜湖经济技术开发区公安局	安徽省芜湖市芜湖经济技术开发区
芜湖市弋江区公安局	安徽省芜湖市弋江区
芜湖市镜湖区公安局	安徽省芜湖市镜湖区
芜湖市鸠江区公安局	安徽省芜湖市鸠江区
滁州市南谯区公安局	安徽省滁州市南谯区
滁州市琅琊区公安局	安徽省滁州市琅琊区
滁州市苏滁现代产业园公安局	安徽省滁州市苏滁现代产业园
滁州市定远县公安局	安徽省滁州市定远县
滁州市滁州经济技术开发区公安局	安徽省滁州市滁州经济技术开发区
滁州市全椒县公安局	安徽省滁州市全椒县
滁州市凤阳县公安局	安徽省滁州市凤阳县
滁州市来安县公安局	安徽省滁州市来安县
滁州市天长市公安局	安徽省滁州市天长市
滁州市明光市公安局	安徽省滁州市明光市
池州市贵池区公安局	安徽省池州市贵池区
池州市石台县公安局	安徽省池州市石台县
池州市青阳县公安局	安徽省池州市青阳县
池州市东至县公安局	安徽省池州市东至县
宣城市旌德县公安局	安徽省宣城市旌德县
宣城市宣城市经济开发区公安局	安徽省宣城市宣城市经济开发区
宣城市广德县公安局	安徽省宣城市广德县
宣城市泾县公安局	安徽省宣城市泾县
宣城市宁国市公安局	安徽省宣城市宁国市
宣城市郎溪县公安局	安徽省宣城市郎溪县
宣城市绩溪县公安局	安徽省宣城市绩溪县
宣城市宣州区公安局	安徽省宣城市宣州区
合肥市长丰县公安局	安徽省合肥市长丰县
合肥市合肥经济技术开发区公安局	安徽省合肥市合肥经济技术开发区
合肥市肥东县公安局	安徽省合肥市肥东县
合肥市包河区公安局	安徽省合肥市包河区
合肥市巢湖市公安局	安徽省合肥市巢湖市
合肥市瑶海区公安局	安徽省合肥市瑶海区
合肥市合肥高新技术产业开发区公安局	安徽省合肥市合肥高新技术产业开发区
合肥市蜀山区公安局	安徽省合肥市蜀山区
合肥市庐江县公安局	安徽省合肥市庐江县
合肥市庐阳区公安局	安徽省合肥市庐阳区
合肥市合肥新站高新技术产业开发区公安局	安徽省合肥市合肥新站高新技术产业开发区
合肥市肥西县公安局	安徽省合肥市肥西县
安庆市岳西县公安局	安徽省安庆市岳西县
安庆市太湖县公安局	安徽省安庆市太湖县
安庆市潜山市公安局	安徽省安庆市潜山市
安庆市桐城市公安局	安徽省安庆市桐城市
安庆市宜秀区公安局	安徽省安庆市宜秀区
安庆市安徽安庆经济开发区公安局	安徽省安庆市安徽安庆经济开发区
安庆市大观区公安局	安徽省安庆市大观区
安庆市迎江区公安局	安徽省安庆市迎江区
安庆市望江县公安局	安徽省安庆市望江县
安庆市怀宁县公安局	安徽省安庆市怀宁县
安庆市宿松县公安局	安徽省安庆市宿松县
市辖区静安区公安局	上海市市辖区静安区
市辖区虹口区公安局	上海市市辖区虹口区
市辖区浦东新区公安局	上海市市辖区浦东新区
市辖区金山区公安局	上海市市辖区金山区
市辖区宝山区公安局	上海市市辖区宝山区
市辖区奉贤区公安局	上海市市辖区奉贤区
市辖区黄浦区公安局	上海市市辖区黄浦区
市辖区青浦区公安局	上海市市辖区青浦区
市辖区松江区公安局	上海市市辖区松江区
市辖区崇明区公安局	上海市市辖区崇明区
市辖区杨浦区公安局	上海市市辖区杨浦区
市辖区长宁区公安局	上海市市辖区长宁区
市辖区徐汇区公安局	上海市市辖区徐汇区
市辖区闵行区公安局	上海市市辖区闵行区
市辖区嘉定区公安局	上海市市辖区嘉定区
市辖区普陀区公安局	上海市市辖区普陀区
大庆市林甸县公安局	黑龙江省大庆市林甸县
大庆市大同区公安局	黑龙江省大庆市大同区
大庆市肇源县公安局	黑龙江省大庆市肇源县
大庆市大庆高新技术产业开发区公安局	黑龙江省大庆市大庆高新技术产业开发区
